object_track_no,frame_no,speed
7,100,27.27411870290969
7,101,35.56110004955828
7,101,38.57142857142857
7,101,27.27411870290969
7,102,35.56110004955828
7,102,38.57142857142857
7,102,27.27411870290969
7,103,35.56110004955828
7,103,38.57142857142857
7,103,27.27411870290969
7,104,35.56110004955828
7,104,38.57142857142857
7,104,27.27411870290969
7,105,35.56110004955828
7,105,38.57142857142857
7,105,27.27411870290969
7,106,35.56110004955828
7,106,38.57142857142857
7,106,27.27411870290969
7,107,35.56110004955828
7,107,38.57142857142857
7,107,27.27411870290969
7,108,35.56110004955828
7,108,38.57142857142857
7,108,27.27411870290969
7,109,38.57142857142857
7,109,27.27411870290969
7,110,38.57142857142857
7,110,27.27411870290969
7,111,38.57142857142857
7,111,27.27411870290969
7,112,38.57142857142857
7,112,27.27411870290969
7,113,38.57142857142857
7,113,27.27411870290969
7,114,38.57142857142857
7,114,27.27411870290969
7,115,38.57142857142857
7,115,27.27411870290969
7,116,38.57142857142857
7,116,27.27411870290969
7,117,38.57142857142857
7,117,27.27411870290969
7,118,38.57142857142857
7,118,27.27411870290969
7,119,38.57142857142857
7,119,27.27411870290969
7,120,38.57142857142857
7,120,27.27411870290969
7,121,38.57142857142857
7,121,27.27411870290969
7,122,38.57142857142857
7,122,27.27411870290969
7,123,38.57142857142857
7,123,27.27411870290969
7,124,38.57142857142857
7,124,27.27411870290969
7,125,38.57142857142857
7,125,27.27411870290969
7,126,38.57142857142857
7,126,27.27411870290969
7,127,38.57142857142857
7,127,27.27411870290969
7,128,38.57142857142857
7,128,27.27411870290969
7,129,38.57142857142857
7,129,27.27411870290969
7,130,38.57142857142857
7,130,27.27411870290969
7,131,38.57142857142857
7,131,27.27411870290969
7,132,38.57142857142857
7,132,27.27411870290969
7,133,38.57142857142857
7,133,27.27411870290969
7,134,38.57142857142857
7,134,27.27411870290969
7,135,38.57142857142857
7,135,27.27411870290969
7,136,38.57142857142857
7,136,27.27411870290969
7,137,38.57142857142857
7,137,27.27411870290969
7,138,38.57142857142857
7,138,27.27411870290969
7,139,38.57142857142857
7,139,27.27411870290969
7,140,38.57142857142857
7,140,27.27411870290969
7,141,38.57142857142857
7,141,27.27411870290969
7,142,38.57142857142857
7,142,27.27411870290969
7,143,27.27411870290969
7,144,27.27411870290969
7,145,27.27411870290969
7,146,27.27411870290969
7,147,27.27411870290969
7,148,27.27411870290969
7,149,27.27411870290969
9,150,27.27411870290969
9,151,27.27411870290969
9,152,27.27411870290969
9,153,27.27411870290969
9,154,27.27411870290969
9,155,27.27411870290969
9,156,27.27411870290969
9,157,27.27411870290969
9,158,27.27411870290969
9,159,27.27411870290969
9,159,39.711716258092714
10,160,27.27411870290969
10,160,39.711716258092714
10,161,27.27411870290969
10,161,39.711716258092714
10,162,27.27411870290969
10,162,39.711716258092714
10,163,27.27411870290969
10,163,39.711716258092714
10,164,27.27411870290969
10,164,39.711716258092714
10,165,27.27411870290969
10,165,39.711716258092714
10,166,27.27411870290969
10,166,39.711716258092714
10,167,27.27411870290969
10,167,39.711716258092714
10,168,27.27411870290969
10,168,39.711716258092714
10,169,27.27411870290969
10,169,39.711716258092714
10,170,27.27411870290969
10,170,39.711716258092714
10,171,27.27411870290969
10,171,39.711716258092714
10,172,27.27411870290969
10,172,39.711716258092714
10,173,27.27411870290969
10,173,39.711716258092714
10,174,27.27411870290969
10,174,39.711716258092714
10,175,27.27411870290969
10,175,39.711716258092714
10,176,27.27411870290969
10,176,39.711716258092714
10,177,39.711716258092714
10,178,39.711716258092714
10,178,31.80681482619338
10,179,39.711716258092714
10,179,31.80681482619338
10,180,39.711716258092714
10,180,31.80681482619338
10,181,39.711716258092714
10,181,31.80681482619338
10,182,39.711716258092714
10,182,31.80681482619338
10,183,39.711716258092714
10,183,31.80681482619338
10,184,39.711716258092714
10,184,31.80681482619338
10,185,39.711716258092714
10,185,31.80681482619338
10,186,39.711716258092714
10,186,31.80681482619338
10,187,39.711716258092714
10,187,31.80681482619338
10,188,39.711716258092714
10,188,31.80681482619338
10,189,39.711716258092714
10,189,31.80681482619338
11,190,39.711716258092714
11,190,31.80681482619338
11,191,39.711716258092714
11,191,31.80681482619338
11,192,39.711716258092714
11,192,31.80681482619338
11,193,39.711716258092714
11,193,31.80681482619338
11,194,39.711716258092714
11,194,31.80681482619338
11,195,39.711716258092714
11,195,31.80681482619338
11,196,39.711716258092714
11,196,31.80681482619338
11,197,39.711716258092714
11,197,31.80681482619338
11,198,39.711716258092714
11,198,31.80681482619338
11,198,34.714285714285715
11,199,39.711716258092714
11,199,31.80681482619338
11,199,34.714285714285715
11,200,39.711716258092714
11,200,31.80681482619338
11,200,34.714285714285715
11,201,39.711716258092714
11,201,31.80681482619338
11,201,34.714285714285715
11,202,39.711716258092714
11,202,31.80681482619338
11,202,34.714285714285715
11,203,39.711716258092714
11,203,31.80681482619338
11,203,34.714285714285715
11,204,39.711716258092714
11,204,31.80681482619338
11,204,34.714285714285715
11,205,39.711716258092714
11,205,31.80681482619338
11,205,34.714285714285715
11,206,39.711716258092714
11,206,31.80681482619338
11,206,34.714285714285715
11,207,39.711716258092714
11,207,31.80681482619338
11,207,34.714285714285715
11,208,39.711716258092714
11,208,31.80681482619338
11,208,34.714285714285715
11,209,39.711716258092714
11,209,31.80681482619338
11,209,34.714285714285715
11,210,39.711716258092714
11,210,31.80681482619338
11,210,34.714285714285715
11,211,31.80681482619338
11,211,34.714285714285715
11,212,31.80681482619338
11,212,34.714285714285715
11,213,31.80681482619338
11,213,34.714285714285715
11,214,31.80681482619338
11,214,34.714285714285715
11,215,31.80681482619338
11,215,34.714285714285715
11,216,31.80681482619338
11,216,34.714285714285715
11,217,31.80681482619338
11,217,34.714285714285715
11,218,31.80681482619338
11,218,34.714285714285715
11,219,31.80681482619338
11,219,34.714285714285715
11,220,31.80681482619338
11,220,34.714285714285715
11,221,31.80681482619338
11,221,34.714285714285715
11,222,31.80681482619338
11,222,34.714285714285715
11,223,31.80681482619338
11,223,34.714285714285715
11,224,31.80681482619338
11,224,34.714285714285715
11,225,31.80681482619338
11,225,34.714285714285715
11,226,31.80681482619338
11,226,34.714285714285715
11,227,31.80681482619338
11,227,34.714285714285715
11,228,31.80681482619338
11,228,34.714285714285715
11,229,31.80681482619338
11,229,34.714285714285715
11,230,31.80681482619338
11,230,34.714285714285715
11,231,31.80681482619338
11,231,34.714285714285715
11,232,31.80681482619338
11,232,34.714285714285715
11,233,31.80681482619338
11,233,34.714285714285715
11,234,31.80681482619338
11,234,34.714285714285715
11,235,31.80681482619338
11,235,34.714285714285715
11,236,31.80681482619338
11,236,34.714285714285715
11,237,31.80681482619338
11,237,34.714285714285715
11,238,31.80681482619338
11,238,34.714285714285715
11,239,31.80681482619338
11,239,34.714285714285715
11,240,31.80681482619338
11,240,34.714285714285715
11,241,31.80681482619338
11,241,34.714285714285715
11,242,31.80681482619338
11,242,34.714285714285715
11,243,31.80681482619338
11,243,34.714285714285715
11,244,31.80681482619338
11,244,34.714285714285715
11,245,31.80681482619338
11,245,34.714285714285715
11,246,34.714285714285715
11,247,34.714285714285715
11,248,34.714285714285715
11,249,34.714285714285715
11,250,34.714285714285715
11,251,34.714285714285715
11,252,34.714285714285715
11,253,34.714285714285715
11,254,34.714285714285715
11,255,34.714285714285715
11,256,34.714285714285715
11,257,34.714285714285715
12,291,31.80681482619338
12,292,31.80681482619338
12,293,31.80681482619338
12,294,31.80681482619338
12,295,31.80681482619338
12,296,31.80681482619338
12,297,31.80681482619338
12,298,31.80681482619338
12,299,31.80681482619338
12,300,31.80681482619338
12,301,31.80681482619338
12,302,31.80681482619338
